,Unnamed: 0,i,j,dist,route
158,158,1,15,1933.258,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7174134459, 7241109982, 7241109964, 5051267773, 7241109967, 221318138]"
160,160,1,16,1197.13,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221301713]"
162,162,1,17,972.624,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 5410931212, 5410931555, 5410931538, 5410931210]"
164,164,1,18,1175.052,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 8425276432, 221326609]"
166,166,1,19,1154.492,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 8003169084, 6778280294, 8396857505, 6778280295, 2207894131, 221313876, 221317082]"
168,168,1,20,1032.884,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904]"
170,170,1,21,2933.163,"[221325183, 2217684856, 221308476, 9870322828, 9870322840, 221329409, 8001929556, 8001929553, 8001929547, 2241230530, 221320592, 221305277, 2212103469, 221305460, 221325257, 8002635689, 2212103414, 2226928082, 2228107124, 221330531, 221325494, 221330557, 221330561, 8396834797, 8396834804, 8427335152, 6575547647, 221314710, 6575547641, 8427335158, 2223583194, 2223582998, 2223582597, 2221324656, 4705960593, 5051268277, 4705950101, 4705950104, 4705950102, 6663270795, 6663270794, 8002379801, 4705949988, 221335730, 4705949985]"
172,172,1,22,2349.038,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7174134459, 7241109982, 7241109964, 5051267773, 7241109967, 221318138, 221323303, 221326414]"
174,174,1,23,2002.272,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221307056, 221307128, 221331687, 221331674, 221299286, 221299586, 221301342, 221301352, 221301361, 7675630687, 7675630688, 7675630699, 7675630707, 7675630708, 8425524658, 221298857, 8433686888]"
176,176,1,24,2214.739,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221307056, 221307128, 221331687, 221331674, 221299286, 221299586, 221301342, 221301352, 221301361, 7675630687, 7675630688, 7675630699, 7675630707, 7675630708, 8425524658, 221298857, 8433686888, 221298862, 221298868]"
178,178,1,25,2127.489,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512, 221327495, 7805312040]"
180,180,1,26,1939.575,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512]"
182,182,1,27,2003.87,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 221319014]"
184,184,1,28,2145.072,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148]"
186,186,1,29,473.708,"[221325183, 2217684856, 221308476, 221325215, 221331046, 221323814]"
188,188,1,30,2098.608,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810, 221332021]"
190,190,1,31,2228.392,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810, 221332021, 2218015174, 2218014972]"
192,192,1,32,2319.32,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299441, 221299172, 4681052642, 221301238, 221301244, 5051267737]"
194,194,1,33,1322.504,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136]"
196,196,1,34,1475.068,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170]"
198,198,1,35,1857.513,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
200,200,1,36,683.599,"[221325183, 2217684856, 221308476, 221325215, 6410049278, 6556362348, 6556362356, 6556362328, 6556362368]"
202,202,1,37,2580.004,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221321294, 221332605, 221321337, 221302033, 7295129646, 221327399, 221333062, 221304243, 221323887]"
204,204,1,38,2519.232,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778, 5051267777, 5051267776, 5051267775, 5051267774]"
206,206,1,39,2307.114,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778, 5051267777]"
208,208,1,40,2195.363,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778]"
210,210,1,41,2053.927,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780]"
212,212,1,42,1867.235,"[221325183, 2217684856, 221308476, 221325215, 6410049278, 6556362348, 8751578241, 221318190, 221318186, 8023854732, 221318179, 8425154410, 8425191221, 221305446, 221310512, 6563819804, 6620888592, 6563819843, 8751578293, 221320312, 8194025444, 221320327, 221306241, 7936202715, 221320370, 7936202687, 8397495465, 8397495479, 2210591363, 221299609, 8417400956, 6456379560, 8397495484]"
214,214,1,43,1905.877,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221307056, 221307128, 221331687, 221331674, 221299286, 221299586, 221301342, 221301352, 221301361, 7675630687, 7675630688, 7675630699, 7675630707, 7675630708]"
216,216,1,44,2246.358,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221307056, 221307128, 221331687, 221331674, 221299286, 221299586, 221301342, 221301352, 221301361, 7675630687, 7675630688, 7675630699, 7675630707, 7675630708, 8425524658, 221298857, 8433686888, 221298862, 221327144]"
218,218,1,45,2065.694,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512, 221327495]"
220,220,1,46,1939.575,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512]"
222,222,1,47,2292.955,"[221325183, 2217684856, 221308476, 221325215, 6410049278, 6556362348, 8751578241, 221318190, 221318186, 8023854732, 221318179, 8425154410, 8425191221, 221305446, 221310512, 6563819804, 6620888592, 6563819843, 8751578293, 221320312, 8194025444, 221320327, 221306241, 7936202715, 221320370, 7936202687, 8397495465, 8397495479, 2210591363, 221299609, 8417400956, 6456379560, 8397495484, 221320398, 221320402, 221320404, 8772437073, 221306107, 221320429]"
224,224,1,48,774.868,"[221325183, 2217684856, 221308476, 221325215, 6410049278, 6556362348, 8751578241, 221318190, 221318186]"
226,226,1,49,2496.166,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221319853]"
228,228,1,50,2676.637,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314]"
230,230,1,51,2812.127,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314, 221326495]"
232,232,1,52,1827.126,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 6411409229, 6411409259, 221319466, 221319475, 221317099, 221319476, 221320236, 221298303]"
234,234,1,53,888.769,"[221325183, 2217684856, 221308476, 221325215, 221331046, 221323814, 6789359196, 8178538742, 6789359198, 221329428, 8397696453, 8427345299, 8772486760, 8397696446, 8772486758, 8397696452, 221308755, 221308669, 6864966868]"
236,236,1,54,635.21,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025733]"
238,238,1,55,1175.052,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 8425276432, 221326609]"
240,240,1,56,266.504,"[221325183, 2217684856, 7786446699, 2062512815, 7786446731, 7786446732, 7786446733]"
242,242,1,57,409.81,"[221325183, 2217684856, 221308476, 221325215, 6410049278]"
244,244,1,58,414.103,"[221325183, 2217684856, 221308476, 221325215, 221331046]"
246,246,1,59,1735.348,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221314410, 221336970, 6411450879, 6411450880, 6411450876, 6411450875, 221299256]"
248,248,1,60,4506.595,"[221325183, 2217684856, 221308476, 9870322828, 9870322840, 221329409, 8001929556, 8001929553, 8001929547, 2241230530, 221320592, 221305277, 2212103469, 221305460, 221325257, 8002635689, 2212103414, 2226928082, 2228107124, 221330531, 221325494, 221330557, 221330561, 8396834797, 8396834804, 8427335152, 6575547647, 221314710, 6575547641, 8427335158, 2223583194, 221330582, 2221324631, 2207918743, 221313187, 2210576309, 221320105, 8192653593, 7729773901, 221330624, 2239706956, 2831821119, 221335139, 221313549, 221327923, 221313660, 221319928, 2239635533, 2239635593, 2239635603, 2239635623]"
250,250,1,61,3271.139,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 8875025722, 221301617, 221301620, 221301686, 221313669, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314, 221326495, 7623939008, 7623939006, 7623939005, 7623939004, 3072514305, 3072514317, 3072514520, 3072514321, 3072514515, 3072514329, 3072514331, 4828035305, 3072514433, 3072514781, 3072514770, 221308215]"
